QUEST_LV_0200_20150317_000001	Philipas' Soldier	Philip's Soldiers
QUEST_LV_0200_20150317_000134	Vubbes are not very smart so he must have made only simple orders.{nl}How could he think about controlling those Vubbes..{nl}I don't know what to say. {nl}	Vubbes tidaklah begitu pintar sehingga mereka harus membuat perintah yang mudah dipahami. {nl} Bagaimana bisa dia berpikir untuk mengendalikan Vubbes.. {nl} Aku tidak tahu harus berkata apa. {nl}
QUEST_LV_0200_20150317_000135	I am sure that Woodspirits are created from various places.{nl}I can sense vicious energies coming. {nl}We should first destroy the flags that are creating Woodspirits!	Aku yakin bahwa Woodspirits dibuat di berbagai tempat. {nl} Aku bisa merasakan energi jahat yang datang. {nl} Pertama kita harus menghancurkan Flag yang menghasilkan Woodspirits!
QUEST_LV_0200_20150317_000136	Leave as soon as you are ready. {nl}The best course of action for now is to stop the creation of Woodspirits..	Pergilah segera. {nl} Tindakan terbaik untuk saat ini adalah untuk menghentikan pembuatan Woodspirits.
QUEST_LV_0200_20150317_000137	I think we've done our best for now. {nl}Since we can't do anything about the ones that were already created.	Kurasa kita telah melakukan hal yang terbaik untuk saat ini. {nl} Karena kita tidak bisa melakukan sesuatu kembali bila sudah tercipta.
QUEST_LV_0200_20150317_000138	I can feel the closest flag from here is near Gatves Highway.{nl}The huge trees that people saw is probably Woodspirits.{nl}How could I miss this simple thing.	Aku bisa merasakan terdapat Flag berada  dekat dengan Gatves Highway. {nl} Pepohonan besar yang mereka lihat kemungkinan adalah Woodspirits. {nl} Bagaimana Aku bisa melewatkan hal yang sederhana ini.
QUEST_LV_0200_20150317_000139	Earnest Owl Chief Sculpture	Earnest Owl Chief Sculpture
QUEST_LV_0200_20150317_000140	Thank you so much. {nl}The other owls must have gained confidence because of you.	Terima kasih banyak. {nl} Para Owl lainnya pasti telah mendapatkan rasa kepecayaan diri mereka karenamu.
QUEST_LV_0200_20150317_000141	Weak Owl Sculpture	Weak Owl Sculpture
QUEST_LV_0200_20150317_000142	It really was too late..{nl}The goddess really can be harsh sometimes..	Ini sudah terlambat.. {nl} Goddess terkadang bisa berubah menjadi kejam ..
QUEST_LV_0200_20150317_000143	I have one last request. {nl}Can you burn the Owls so they could rest in peace?	Aku punya satu permintaan terakhir. {nl} Dapatkah kamu membakar para Owl sehingga mereka bisa beristirahat dengan tenang?
QUEST_LV_0200_20150317_000144	Do you think my allies can reach Goddess Ausrine safely?	Apakah Kamu pikir teman-teman Aku bisa mencapai Goddess Ausrine dengan aman?
QUEST_LV_0200_20150317_000145	Thank you so much. {nl}First bring me the Oil from Oil Boxes on the way to Neuoder Field.	Terima kasih banyak. {nl} Pertama bawakan Aku Oil dari Oil Boxes dalam perjalanan menuju ke Neuoder Field.
QUEST_LV_0200_20150317_000146	If you are okay with it, I'd like to get some more help from you.{nl}I've sent a messenger, but due to the last attack, I am now worried about him.{nl}	Jika Kamu tidak keberatan dengan hal ini, Aku ingin meminta bantuan kembali darimu. {nl} Aku telah mengutus seseorang, namun karena serangan terakhir, Aku sekarang jadi mengkhawatirkannya. {nl}
QUEST_LV_0200_20150317_000147	That messenger should be safe... but I still worry for him.	Utusan tersebut seharusnya aman... tapi Aku masih mengkhawatirkannya.
QUEST_LV_0200_20150317_000148	Thank you so much.{nl}He must be there by now.	Terima kasih banyak. {nl} Dia seharusnya berada disana sekarang.
QUEST_LV_0200_20150317_000149	The squad was dispatched to recover Kateen Forest from the monsters.{nl}The entrance here to Kateen Forest is safe compared to other areas. The other areas are yet to be recovered.{nl}	Squad telah dikirim untuk melindungi Kateen Forest dari para Monster. {nl} Pintu masuk menuju Kateen Forest sudah aman dibandingkan dengan area lainnya. Area lainnya belum berhasil dikuasai.
QUEST_LV_0200_20150317_000150	As you go deeper inside, there are a number of soldiers along the way lacking in supplies.{nl}If a well known person like you can help them, it will be a great help.{nl}	Ketika berada di tempat yang sangat jauh, terdapat prajurit yang berada di sepanjang jalan yang mengalami kekurangan Supplies. {nl} Jika kamu sebagai orang baik, kamu dapat membantu mereka , Ini sangat membantu. {nl}
QUEST_LV_0200_20150317_000151	Fallen Messenger	Fallen Messenger
QUEST_LV_0200_20150317_000152	This is my fault, for assuming the entrance to Kateen Forest was secure.{nl}I will go back to the camp after taking a short rest.	Ini salahku, karena beranggapan bahwa pintu masuk ke Kateen Forest lebih aman. {nl} Aku akan kembali ke Camp setelah beristirahat sebentar.
QUEST_LV_0200_20150317_000153	Ah, this is my bag.. thank you for saving me.{nl}	Ah, ini tasku.. terima kasih karena telah menyelamatkan Aku. {nl}
QUEST_LV_0200_20150317_000154	Only you can help me right now.{nl}Can you tell Felix that the operation at Peledos Crossroads has already started?{nl}{nl}	Hanya kamu yang bisa membantuku saat ini. {nl} Bisakah kamu memberitahu Felix bahwa operasi di Peljeda Crossroads sudah dimulai? {nl} {nl}
QUEST_LV_0200_20150317_000155	There are many strange things that can't be seen in forests other than Kateen Forest.{nl}Such as the wooden owl sculptures.	Ada banyak hal aneh di Kateen Forest yang tidak ada di hutan lainnya. {nl} Salah satunya seperti Wooden Owl Sculptures.
QUEST_LV_0200_20150317_000156	The operation? Oh, what an ignorant messenger.{nl}I can get that from the camp... Thanks anyway.{nl}	Operasi? Oh, dasar Utusan bodoh {nl}. Aku bisa mendapatkannya dari Camp.. Bagaimanapun juga Terima kasih. {nl}
QUEST_LV_0200_20150317_000157	Oh, the way back is dark, so it would be appreciated if you could light up the bonfire again.	Oh, perjalanan kembali cukup gelap, sehingga akan lebih baik jika Kamu bisa menyalakan Bonfire kembali.
QUEST_LV_0200_20150317_000158	You can't see much sunlight in Kateen Forest due to the enormous amount of trees.{nl}It seems like ghosts could come out at any moment.	Kamu tidak dapat melihat sinar matahari di Kateen Forest karena banyaknya pohon-pohon besar. {nl} Nampaknya Ghosts bisa muncul setiap saat.
QUEST_LV_0200_20150317_000159	Okay, so the messenger is safe?{nl}This place has been well taken care of thanks to your efforts.	Oke, jadi utusan tersebut aman? {nl} Tempat ini sudah ditangani dengan baik, terima kasih untuk usahamu.
QUEST_LV_0200_20150317_000160	I shall take some rest here.{nl}Is there a good place to hide?	Aku akan istirahat sebentar di sini. {nl} Apakah terdapat tempat yang aman untuk bersembunyi?
QUEST_LV_0200_20150317_000161	For letting Saltistter come in this far behind our lines, I should scold the person in charge of guarding this place.{nl}Thanks anyways. You sure live up to your reputation.{nl}	Telah membiarkan Saltistter untuk masuk sejauh ini kebelakang garis pertahan kami, Aku harus memarahi orang yang bertugas menjaga tempat ini. {nl} Bagaimanapun terima kasih. Kamu memang sesuai dengan reputasi Kamu. {nl}
QUEST_LV_0200_20150317_000162	Guard Lyle	Guard Lyle
QUEST_LV_0200_20150317_000163	I lost many colleagues through the Petrifying Frost.{nl}I don't understand why I am here to support a newbie Chronomancer... so inefficient.{nl}On top of that, we don't know when those violent monsters would attack here.	Aku telah kehilangan banyak patner ketika melewati Stone Frosts. {nl} Aku tidak mengerti mengapa Aku ke sini untuk membantu Chronomancer pemula... jadi tidak efisien. {nl} Selain itu, kita tidak tahu kapan para monster yang kejam akan menyerang ke sini.
QUEST_LV_0200_20150317_000164	If you are okay, can you get rid of the monsters while we are protecting here?	Jika Kamu tidak keberatan, bisakah Kamu menyingkirkan para monster disaat kita melindungi tempat ini?
QUEST_LV_0200_20150317_000165	It is very unfortunate that we should take care of that woman this time.	Sungguh disayangkan bila kita harus membantu wanita itu kali ini.
QUEST_LV_0200_20150317_000166	Thanks. We can stay safe here for some time.	Terima kasih. Kita bisa tetap aman di sini untuk sementara waktu.
QUEST_LV_0200_20150317_000167	 A few weeks ago, our comrades were attacked while sleeping by Petrifying Frost.{nl}After the world turned out like this, we haven't gotten much support and have to wait here.{nl}The monsters are attaking the petrified victims at the moment. May the curse lay upon those monsters!	Beberapa minggu yang lalu, pasukan kami diserang saat mereka tertidur oleh Stone Frosts. {nl} Setelah dunia menjadi seperti ini, bantuanpun tidak kunjung datang sehingga tiada cara selain menunggu dengan sabar.{nl} Lalu para monster menyerang korban yang sedang dibantu. Dasar mahkluk terkutuk!
QUEST_LV_0200_20150317_000168	If there are comrades out there who still remain in stones, can you stay near them and protect them for a while?	Jika terdapat prajurit yang masih bertahan disekitar Stone, dapatkah Kamu berada di dekatnya dan melindungi mereka untuk sementara waktu?
QUEST_LV_0200_20150317_000169	My old friend, Galen is one of the victims.{nl}Please protect him.	Teman lamaku, Galen adalah salah satu korbannya.{nl} Lindungilah dia.
QUEST_LV_0200_20150317_000170	Thank you so much. I hope the reinforcement comes soon so he could return to his family even if he is petrified.	Terima kasih banyak. Aku berharap bala bantuan segera datang sehingga dia dapat kembali ke keluarganya walaupun ia dalam ketakutan.
QUEST_LV_0200_20150317_000171	There are many cursed documents and uncleaned objects on Ruklys Street.{nl}There are also many thieves who are after those.{nl}And among them, Dico Thieves frequently attack the guards.	Terdapat banyak Cursed Documents dan Uncleaned Objects di Ruklys Street. {nl} Di sana juga ada banyak pencuri yang mengincarnya. {nl} Dan di antara mereka, Dico Thieves yang paling sering menyerang Guards.
QUEST_LV_0200_20150317_000172	Can you defeat them at the military district?{nl}If you could defeat them, we will go and capture them.	Dapatkah kamu mengalahkan mereka di Military District? {nl} Jika Kamu bisa mengalahkannya, kita akan pergi dan menangkap mereka.
QUEST_LV_0200_20150317_000173	The one who was caught last time told us that the stone statues were talking to him.{nl}Do you think that makes sense?	Seseorang yang tertangkap berkata pada kami bahwa Stone Statues berbicara padanya.{nl}Apakah kamu berpikir itu masuk akal?
QUEST_LV_0200_20150317_000174	I was able to arrest lots of thieves because of your help.{nl}Thank you.	Aku bisa menangkap banyak pencuri berkat bantuan Kamu.{nl} Terima kasih.
QUEST_LV_0200_20150317_000175	Guard Nomabis	Guard Nomabis
QUEST_LV_0200_20150317_000176	A few days ago, we lost our supplies to Dico Thieves.{nl}They must have taken them to Drasos Chapel Ruins, but since I can't leave this place, I guess we're all gonna die.	Beberapa hari lalu, kami kehilangan Supplies akibat Dico Thieves.{nl}Mereka pasti membawanya ke Drasa Worship Ruins, tapi karena aku tidak bisa meninggalkan tempat ini, kurasa kita semua akan mati.
QUEST_LV_0200_20150317_000177	Can you retrieve the lost supplies?	Dapatkah kamu mengambil kembali Supplies itu?
QUEST_LV_0200_20150317_000178	A few decades ago, the thieves attacked the guard camp and stole the supplies secretly.	"
Beberapa tahun yang lalu, para pencuri menyerang Guard Camp dan mencuri Supplies secara diam-diam."
QUEST_LV_0200_20150317_000179	They lured us in front of them and stole the objects from behind so there was no way we could prevent them from stealing.{nl}They wanted to take the objects legally so they were sent to gallows.	Mereka memancing kami untuk maju ke arah mereka dan mereka mencuri benda-benda dari belakang sehingga kami tidak bisa mencegahnya. {nl} Mereka ingin mengambil benda-benda tersebut sehingga secara hukum mereka akan dikirim ke tiang gantungan.
QUEST_LV_0200_20150317_000180	The number of Dico Thieves is growing.{nl}They are very close to monsters. I don't know if they train those monsters or if there is something that I don't know yet.{nl}I heard the Knights of Kaliss was attacked by them.{nl}Maybe they are going after Sabina. She carries only expensive stuff.	Populasi Dico Thieves meningkat. {nl} Mereka sangat dekat dengan Monster. Aku tidak mengetahui apakah mereka melatih monster tersebut atau mereka memiliki rencana yang belum aku ketahui. {nl} Aku mendengar Knight Kaliss telah diserang oleh kawanannya. {nl} Entah apakah mereka sedang mengincar Sabina atau tidak. Karena ia selalu membawa benda berharga kemanapun ia pergi..
QUEST_LV_0200_20150317_000181	To avoid any kind of danger, we should first attack before they move.{nl}Go to Drasos Chapel Ruins and defeat them.	Untuk terhindar dari bahaya, kita harus menyerangnya terlebih dahulu sebelum mereka bergerak.{nl} Pergilah ke Drasa Worship Ruins dan kalahkan mereka.
QUEST_LV_0200_20150317_000182	The city that collapsed hundreds of years ago does not have any assets or lives to protect.{nl}It rather feels like protecting ruins. There are thieves as well.	Kota yang telah hancur sejak ratusan tahun yang lalu tidak memiliki apapun untuk dilindungi.{nl}Rasanya seperti melindungi puing reruntuhan. Disana terdapat kawanan pencuri.
QUEST_LV_0200_20150317_000183	You taught them a lesson. Well done.	Kamu telah memberi mereka pelajaran. Bagus sekali.
QUEST_LV_0200_20150317_000184	A few weeks ago, the colleagues who used to work here received damage by Petrifying Frost and became stone statues at the square. {nl}The reason why the colleagues received damage was because they were engaged in eliminating traps that the thieves had set, but could not avoid them.{nl}There are still many traps around. We recently found one of them. Can you get rid of it?	Beberapa waktu yang lalu, para prajurit yang bekerja disini menerima kerusakan oleh Stone Frosts dan menjadi Stone Statue di Square. {nl} Alasan mengapa para prajurit mengalaminya karena meraka tidak dapat menghindari perangkap kawanan pencuri yang terpasang disekitarnya. {nl} Sepertinya masih banyak perangkap disekitar area ini. Kami telah menemukannya. Dapatkah kamu menyingkirkannya?
QUEST_LV_0200_20150317_000185	The number of Dico Thieves may be more than the number of guards.	Jumlah Dico Thieves mungkin lebih banyak daripada jumlah Guards.
QUEST_LV_0200_20150317_000186	You caught monsters outside the thieves' area. I am sorry that you had to go through such a dangerous job.	Kamu menangkap Monster diluar wilayah para pencuri. Maafkan aku, Karena kamu harus pergi untuk memulai pekerjaan yang cukup berbahaya ini.
QUEST_LV_0200_20150317_000187	Chronomancer Sabina	Chronomancer Sabina
QUEST_LV_0200_20150317_000188	Lots of things happend here, but since they occurred long time ago, we need more information in order to find out the truth.{nl}Can you find the records from the Gate Route that was fallen down and make copies of them?	Banyak hal yang terjadi di sini, namun karena kejadian ini sudah lama, kita memerlukan informasi lebih lanjut untuk menemukan kebenarannya. {nl} Bisakah Kamu menemukan catatan dari Gate Route yang telah jatuh dan membuat salinannya?
QUEST_LV_0200_20150317_000189	Everything is being destroyed as time passes by.	Segalanya telah hancur seiring berlalunya waktu.
QUEST_LV_0200_20150317_000190	Thank you. This is about the collapse of the fortress.{nl}I should look more into it to find more decisive information.	Terima kasih. Ini mengenai runtuhnya benteng.{nl}Aku harus melihat lebih dalam dan menemukan informasi yang berharga.
QUEST_LV_0200_20150317_000191	I am doing many investigations here, but I am having a hard time discovering an incident that occurred more in the past due to those monsters.{nl}Can you go and look into the past on behalf of me?	Aku telah melakukan banyak penyelidikan di sini, namun Aku masih mengalami kesulitan untuk menemukan sebuah kejadian yang terjadi di masa lalu karena kehadiran para monster. {nl} Bisakah Kamu pergi dan melihat ke masa lalu untuk mewakiliku?
