QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20150317_000138	When those people disappeared, no one close to them noticed.{nl}It's as if memories about those who disappeared are erased. Interesting, isn't it?{nl}	Ketika beberapa orang menghilang, tidak satu pun orang terdekat mereka menyadarinya.{nl}Seakan-akan ingatan akan orang yang telah menghilang telah dihapus dari ingatan mereka. Menarik, bukan?{nl}
QUEST_LV_0100_20150317_000139	Please defeat all monsters nearby to prevent anything from happening.{nl}There were reports that the monsters at the 1st Architects' Site had turned violent.	Tolong kalahkan para monster di sekitar sini untuk menghindari hal-hal yang tidak diinginkan.{nl} Ada laporan bahwa para monster di Rodoma 1st Ruin telah berubah menjadi ganas.
QUEST_LV_0100_20150317_000140	Splendid.{nl}We will be safe for now.	Bagus sekali.{nl}Kita aman sekarang.
QUEST_LV_0100_20150317_000141	Monsters are coming!{nl}They probably found out I was released.	Para monster datang mengepung.{nl}Sepertinya mereka sudah mengetahui bahwa aku telah terbebas.
QUEST_LV_0100_20150317_000142	The goddesses have sent you?{nl}I never thought that you would protect me.{nl}	Goddess yang mengirimmu?{nl}aku tidak mengira bahwa kamu akan melindungiku.{nl}
QUEST_LV_0100_20150317_000143	Where did that huge scorpion go? This is very bad!	Dimana Scorpion raksasa itu? Ini sangat gawat!
QUEST_LV_0100_20150317_000144	I should go see Dezic.{nl}I hope to see you again in the future.	Aku harus pergi bertemu Dezic.{nl}ku harap kita bisa bertemu lagi lain kali.
QUEST_LV_0100_20150317_000145	Someone must have done something strange to the monsters protecting the Royal Mausoleum.{nl}What were they thinking?	Seseorang pasti melakukan hal yang aneh terhadap para monster yang melindungi Royal Mausoleum.{nl}Apa yang mereka inginkan?
QUEST_LV_0100_20150317_000146	Sir, get a hold of yourself. Sir!	Sir, sadarlah. Sir!
QUEST_LV_0100_20150317_000147	New Researcher	New Researcher
QUEST_LV_0100_20150317_000148	I lost my important research materials at the Abandoned Old Workshop.{nl}The monsters must have taken them... Should I just leave them behind?	Aku kehilangan bahan-bahan penelitian yang penting di Abondoned Old Workshop.{nl} Para monster pasti telah mengambilnya, haruskah aku menyerah?
QUEST_LV_0100_20150317_000149	I am elated I get to see the Royal Mausoleum myself, but the monsters... they are frightening.	Aku sangat senang dapat melihat Royal Mausoleum secara langsung, namun monsternya sangat menakutkan.
QUEST_LV_0100_20150317_000150	Thank you so much.{nl}You should also check the Records Repository.	Terima kasih banyak.{nl}Kamu juga harus memeriksa catatan repositori.
QUEST_LV_0100_20150317_000151	The entrance to the Royal Mausoleum is hidden within this gigantic canyon somewhere.{nl}The start of the canyon begins here.	Jalan masuk ke Royal Mausoleum tersembunyi disekitar gigantic canyon.{nl} dan tempat ini adalah permulaan awal untuk memasuki canyon.
QUEST_LV_0100_20150317_000152	Many experts have come here to conduct research on the Royal Mausoleum.{nl}Maybe we can find some clues about Medzio Diena here.	Banyak Experts datang ketempat ini untuk meneliti di Royal Mausoleum.{nl}Mungkin, kita dapat mencari petunjuk mengenai Medzion Diena disini.
QUEST_LV_0100_20150317_000153	Why are there so many monsters in the canyon when there is so little plant life around?	Bagaimana mungkin bisa ada banyak monster sebanyak ini di canyon sedangkan tanaman yang tumbuh di sekitar sangat sedikit?
QUEST_LV_0100_20150317_000154	What happened to my request? Is it not done yet?	Bagaimana dengan permintaanku? Apakah sudah selesai?
QUEST_LV_0100_20150317_000155	Look closely at the ground.{nl}It may have fallen down.	Melihat lebih jeli ke tanah.{nl} Kemungkinan jatuh ke bawah. 
QUEST_LV_0100_20150317_000156	Hmm, only these ones?{nl}Well, thank you for finding this much at least.{nl}I can just copy the others from the beginning again.	Hanya ini saja?{nl} Terima kasih karena telah berusaha menemukan ini, pasti sangat sulit menemukannya.{nl}Aku bisa menyalinnya lagi dari awal.
QUEST_LV_0100_20150317_000157	Niels sent you too?{nl}I am not going. I have to research these wild flowers.{nl}	Jadi Niels yang mengirimmu?{nl}Aku tidak akan pergi. Aku harus meneliti wild flowers ini.{nl}
QUEST_LV_0100_20150317_000158	I guess what I saw was an illusion.{nl}I must reward you for protecting a mineralogist like me.{nl}	Kurasa yang ku lihat adalah sebuah ilusi.{nl}Aku akan memberimu kompensasi karena telah melindungiku.{nl}
QUEST_LV_0100_20150317_000159	Yes.{nl}Bring me my archives from Niels.	Ya.{nl} bawakan catatanku dari Niels.
QUEST_LV_0100_20150317_000160	Jonas told you to bring his archives?{nl}Okay. In return, please bring him some medicine.{nl}	Jonas bilang kepadamu untuk membawakan catatannya?{nl}Okay. Sebagai gantinya tolong bawakan beberapa obat kepadanya.
QUEST_LV_0100_20150317_000161	The medicine will help him ease his mind.{nl}Davio at the right side of the Excavation Camp has the medicine.	Obat-obatan yang bisa membantu meringankan beban pikirannya.{nl}Davio berada di sebelah kanan dari Excavation Camp, ia memiliki obatnya.
QUEST_LV_0100_20150317_000162	Jonas is the head of the family that protects the Royal Mausoleum of the Great King Zachariel.{nl}He was once very healthy, but these days he is old and weak.{nl}	Jonas adalah seorang kepala keluarga yang melindungi Royal Mausoleum Great King Zachariel.{nl} Dahulu dia sangat sehat, tapi sekarang tidak lagi karena sudah menua dan lemah.{nl}
QUEST_LV_0100_20150317_000163	It was after Jonas went out to a visit with his servant.{nl}Jonas was found with dementia and the servant has gone missing even until today.	Setelah Jonas pergi keluar bersama dengan pelayannya.{nl}Jonas ditemukan dalam keadaan dementia dan pelayannya masih belum ditemukan sampai saat ini.
QUEST_LV_0100_20150317_000164	Please take good care of Jonas.{nl}It would be a big problem if he got hurt.	Tolong rawat Jonas dengan baik.{nl}Akan menjadi masalah besar jika ia sampai terluka.
QUEST_LV_0100_20150317_000165	Davio is at the right side of the camp.{nl}I hope the medicine will work well.	Davio berada disebelah kanan camp.{nl}Aku harap obatnya dapat bekerja dengan baik.
QUEST_LV_0100_20150317_000166	Finally, I remember everything.{nl}I am the head of the family that protects the Royal Mausoleum... Who are you?{nl}	Akhirnya, aku ingat segalanya.{nl} Aku adalah Kepala keluarga yang melindungi Royal Mausoleum… siapa kamu?{nl}
QUEST_LV_0100_20150317_000167	Revelator. If this is the will of the goddess, then you must be qualified.{nl}You have a job to do, so follow me to Beacon Hill Pass.	Savior. Jika ini kehendak dari Goddess, berarti kamu pasti memiliki kualifikasi.{nl}ada pekerjaan yang harus kau lakukan, ikuti aku ke Beacon Hill Pass.
QUEST_LV_0100_20150317_000168	I have made Niels and you worry...	Aku membuat Niels dan kamu menjadi cemas akan keadaanku...
QUEST_LV_0100_20150317_000169	I will lead the way and you will handle any monsters we encounter.{nl}I am counting on you.	Aku akan menunjukkan jalannya dan kamu harus mengatasi setiap monster yang mendekat.{nl} Aku mengandalkanmu.
QUEST_LV_0100_20150317_000170	The time is now. Please go on ahead to Beacon Hill Pass.	Sekarang adalah waktu yang tepat. Silahkan pergi terlebih dahulu ke Beacon Hill Pass.
QUEST_LV_0100_20150317_000171	I am sure that you are qualified for this.{nl}Goddess Laima has led all these.	Aku percaya bahwa kau memiliki kriteria yang dibutuhkan.{nl} Segala sesuatunya telah diarahkan oleh Goddess Laima.
QUEST_LV_0100_20150317_000172	Finally the hidden treasure can be passed down to someone.{nl}I regret not recognizing you sooner due to my senility.	Akhirnya hidden treasure ini dapat diwariskan kepada seseorang.{nl} Aku menyesal tidak bisa mengenalimu lebih cepat karena kepikunanku.
QUEST_LV_0100_20150317_000173	Great King Zachariel told us to bestow his hidden treasure upon a qualified person.{nl}You can check whether you are qualified with the Eyes of the Great King.	Great King Zachariel mengatakan kepada kami untuk memberikan hidden treasure pada seseorang yang memiliki kualifikasi.{nl} Kamu dapat memeriksa apakah kamu memenuhi kualifikasi dengan menggunakan Eyes of Great King.
QUEST_LV_0100_20150317_000174	We have one more responsibility besides protecting the Royal Mausoleum.{nl}And that is to protect the royal inheritance until a qualified person comes.{nl}	Kami memiliki satu tanggung jawab lain selain melindungi Royal Mausoleum.{nl} Dan itu adalah melindungi warisan kerajaan sampai orang memiliki kualifikasi tiba.{nl}
QUEST_LV_0100_20150317_000175	We have no idea what exactly the hidden treasure is.{nl}The king just told us to protect it so we are just following his order.	Kami tidak tahu apa sebenarnya isi hidden treasure itu.{nl} Great King hanya mengatakan kepada kami untuk melindunginya dan kami hanya mengikuti perintahnya.
QUEST_LV_0100_20150317_000176	Medicine Dealer	Medicine Dealer
QUEST_LV_0100_20150317_000177	Hmm... Well, there's a herb that only grows around Metos Field.{nl}Please bring me it.	Hmm…baiklah, ada tanaman obat yang hanya tumbuh di Metos Field.{nl}Tolong bawa kepadaku.
QUEST_LV_0100_20150317_000178	Metos Field would be the best place to wake up one's consciousness. Especially for an old man.	Metos Field adalah tempat terbaik untuk menggambalikan kesadaran seseorang.{nl} Terutama untuk pria tua yang sudah lanjut usia.
QUEST_LV_0100_20150317_000179	Good job. You're pretty sharp, aren't you?{nl}	Kerja Bagus. Kamu sangat jeli, bukankah begitu?.{nl} 
QUEST_LV_0100_20150317_000180	Alright, it's done.{nl}Take this to Davio.	Okay. Selesai.{nl} Ambil ini dan berikan kepada davio.
QUEST_LV_0100_20150317_000181	Merchant Davio	Merchant Davio
QUEST_LV_0100_20150317_000182	I brought that old man's medicine. {nl}But I spent a great deal of effort getting it. I ought to charge you more.{nl}	Aku membawakan obat untuk orang tua itu.{nl}Namun aku menghabiskan banyak waktu untuk mendapatkannya. Aku akan mengenakan biaya lebih kepadamu.{nl} 
QUEST_LV_0100_20150317_000183	The gold that Lichenclops have in this town will be enough.{nl}Bring those to the Medicine Dealer in Kapas Highway.	Gold yang dimiliki oleh para Lichenclops yang ada di daerah ini kelihatannya cukup.{nl} Bawa itu ke Medicine Dealer di Kapas Highway.
QUEST_LV_0100_20150317_000184	This will be enough. Davio sent you, right?{nl} I still need one more ingredient to make the medicine truly effective.	Ini sudah cukup. Davio yang mengirimmu, bukan?{nl}tapi untuk membuat obat ini efektif, aku butuh satu bahan lagi.
QUEST_LV_0100_20150317_000185	To make the medicine, I needed to find the cause of Jonas' symptoms and it drove me crazy.{nl}Funnily enough, it was caused by a spell that was used long ago.{nl}	Untuk membuat obat-obatan, aku harus menemukan penyebab dari gejala yang dialami Jonas. {nl}Hal yang lucu adalah itu disebabkan oleh magic kuno yang biasa digunakan dahulu kala.{nl} 
QUEST_LV_0100_20150317_000186	I heard a rumor that the Great King Zachariel erased the memories of all workers after {nl}building the Royal Mausoleum. That should be the spell casted on Jonas, though he is also a bit {nl}senile.	Aku mendengar rumor kalau Great King Zachariel menghapus semua ingatan para pekerja setelah{nl}menyelesaikan bangunan Royal Mausoleum. Magic itulah yang mempengaruhi Jonas. Meskipun ia juga sudah sedikit pikun.
QUEST_LV_0100_20150317_000187	It was tough to get that old man's medicine.{nl}But, there's nothing I cannot get.	Sangat sulit untuk mendapatkan obat untuk pria tua itu.{nl}Namun, tidak ada yang tidak bisa saya capai.
QUEST_LV_0100_20150317_000188	It will be completed once you melt it in the honey that you have. Take it with you.	Semua akan selesai bila kamu melelehkannya ke dalam madu yang kamu bawa.
QUEST_LV_0100_20150317_000189	That medicine works well. Make him swallow it somehow.	Obat itu sungguh manjur. Buat dia untuk menelannya.
QUEST_LV_0100_20150317_000190	You're late.{nl}Did you bring my archive?	Kamu terlambat.{nl} apakah kamu bawa laporanku?
QUEST_LV_0100_20150317_000191	Go to the Abandoned Old Workshop.{nl}Some old man is wandering around there. I think it's Jonas.	Pergi ke Abandoned Old Workshop.{nl} Ada orang tua yang sering berkeliling disana, aku rasa itu Jonas.
QUEST_LV_0100_20150317_000192	What is that? It smells like mead!	Apa itu?baunya seperti madu yang difermentasi.
QUEST_LV_0100_20150317_000193	I feel dizzy.{nl}What am I doing here anyway?	Aku merasa pusing.{nl} Apa yang sedang kulakukan disini? 
QUEST_LV_0100_20150317_000194	I am relieved you found me.{nl}When the monsters were chasing after me, I lost my belongings and all the materials.{nl}At the very least, could you find the scattered materials?	Aku sangat senang kamu menemukanku.{nl}Aku kehilangan semua material dan barang bawaan ketika para monster mengejarku.{nl}Bisakah kamu mencari materialku yang tersebar?
QUEST_LV_0100_20150317_000195	I don't have much to say as a humble mercenary.{nl}Although I was okay even on Medzio Diena, I am certain this place is cursed.{nl}	Tidak ada yang bisa kukatakan kepadamu sebagai mercenary yang rendah hati.{nl} Meskipun aku baik-baik saja ketika Medzio Diena, aku yakin tempat ini telah dikutuk.{nl} 
QUEST_LV_0100_20150317_000196	How long has it been since I came here?{nl}Where is Mirta and who are you?	Sudah berapa lama aku berada ditempat ini?{nl}Dimana Mirta dan siapa kamu? 
QUEST_LV_0100_20150317_000197	I'm trying to remember something but it keeps fading whenever I get close.	Aku berusaha untuk mengingat sesuatu.{nl}Tetapi tetap berbayang ketika aku berusaha mengingatnya.
QUEST_LV_0100_20150317_000198	Vaidotas	Vaidotas
QUEST_LV_0100_20150317_000199	That smell.. I think the purifying device in the mine is broken.{nl}We better repair it quickly. The kidnapped villagers might suffocate.	Bau ini….seperti bau alat purifier ditambang yang rusak.{nl} Sebaiknya kita memperbaikinya dengan cepat. Para penduduk yang di culik akan kesulitan bernafas .
QUEST_LV_0100_20150317_000200	Do you know about the legend of Cunningham?{nl}The legend states that a great demon was sealed here in the Crystal Mine.{nl}There is a book with more details about it at the Mine Worker's Resting Place in Crystal Mine 2F.{nl}	Apa kamu tahu tentang Legenda dari Cunningham? {nl} itu adalah sebuah legenda yang menceritakan Great Demon yang tersegel disini di Crystal mine.{nl} Untuk kelengkapan ceritanya, ada sebuah buku di Mine Worker's Resting Place pada Crystal Mine 2F.{nl}
QUEST_LV_0100_20150317_000201	Anyway, my guess is that the demon is re-awakening and is controlling the Vubbes.{nl}The bishop's dream and the Legend of Cunningham... I feel they may be a sign that something{nl}huge is about to happen.{nl}	Hmm, perkiraanku adalah bahwa para demon kembali bangkit dan mengendalikan para Vubbes.{nl} Mimpi bishop dan Legenda Cunningham... Aku rasa itu merupakan suatu tanda bahwa ada sesuatu yang{nl}besar akan terjadi.{nl}
QUEST_LV_0100_20150317_000202	Only the goddess would know if it will be hope or despair.{nl}	Hanya the Goddess yang tahu kalau sudah tidak ada lagi harapan.{nl} 
QUEST_LV_0100_20150317_000203	The purifier can be easily fixed by anyone, but it may be hard to find the parts needed.{nl}In that case, use the compass that I gave you to search for them.{nl}	The purifier dapat diperbaiki dengan mudah oleh satu orang saja, tapi mungkin akan sulit untuk mencari Bagian bagianya saja.{nl}jika itu terjadi,  gunakan compass yang ku berikan kepadamu.{nl} 
