QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20150317_000090	And between which there is a black Sakmori .. you will not be able to pass through. {nl} is full of black Sakmori on top of the hill.	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.	Dan diantara yang ada seekor Black Sakumori .. Kamu tidak akan bisa melaluinya. {nl} penuh dengan Black Sakumori di atas bukit.
QUEST_UNUSED_20150317_000091	How to protect I was thinking. And but's ear {nl} Fisherman swallowed soul, DP will be felt. {nl} If Fisherman visited swallowed DP.	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..	Bagaimana melindungi aku sedang berpikir. Dan tapi telinga {nl} jiwa Nelayan tertelan, DP akan terasa. {nl} Jika nelayan mengunjungi DP tertelan.
QUEST_UNUSED_20150317_000092	I wait for the owl image	부엉이 조각상의 기다림	Aku menunggu owl image
QUEST_UNUSED_20150317_000093	The Silent Forest (1)	고요의 숲(1)	The Silent Forest (1)
QUEST_UNUSED_20150317_000094	I'll get rid of the Black Zigri	검은 지그리를 처치하겠다고 제안한다	Aku akan mengalahkan Black Zigri.
QUEST_UNUSED_20150317_000095	The Silent Forest (2)	고요의 숲(2)	The Silent Forest (2)
QUEST_UNUSED_20150317_000096	The remains of the Notice / soul I told weak owl image.	Notice/영혼의 유골함을 약한부엉이 조각상에게 전달했습니다.	Sisa-sisa Notice / jiwaku mengatakan owl image yang lemah.
QUEST_UNUSED_20150317_000097	The Silent Forest (3)	고요의 숲(3)	The Silent Forest (3)
QUEST_UNUSED_20150317_000098	We propose is to confirm the barrier	관문을 확인하겠다고 제안한다	Kami mengusulkan untuk mengkonformasi barrier.
QUEST_UNUSED_20150317_000099	The Silent Forest (4)	고요의 숲(4)	The Silent Forest (4)
QUEST_UNUSED_20150317_000100	To provide that the try to find the soul	영혼을 찾아보겠다고 제안한다	Untuk memberikan yang mencoba menemukan jiwa.
QUEST_UNUSED_20150317_000101	Spiritual Poison (1)	독 안에 든 영혼(1)	Spiritual Poison (1)
QUEST_UNUSED_20150317_000102	I'll get rid of the Puragi	붉은 푸라기를 처치하겠다고 제안한다	Aku akan mengalahkan Puragi.
QUEST_UNUSED_20150317_000103	Spiritual Poison (2)	독 안에 든 영혼(2)	Spiritual Poison (2)
QUEST_UNUSED_20150317_000104	I'll get rid of the Black Sakamoli	검은 사카몰리를 처치하겠다고 제안한다	Aku akan mengalahkan Black Sakamoli.
QUEST_UNUSED_20150317_000105	Spiritual Poison (3)	독 안에 든 영혼(3)	Spiritual Poison (3)
QUEST_UNUSED_20150317_000106	To provide as try to check the owl image	부엉이 조각상을 확인해보겠다고 제안한다	Untuk memberikan sebagai percobaan untuk memeriksa owl image.
QUEST_UNUSED_20150317_000107	Spiritual Poison (4)	독 안에 든 영혼(4)	Spiritual Poison (4)
QUEST_UNUSED_20150317_000108	Checking /MAKING/2.5/TRACK_BEFORE/None	확인 중/MAKING/2.5/TRACK_BEFORE/None	Checking /MAKING/2.5/TRACK_BEFORE/None
QUEST_UNUSED_20150317_000109	Relief request of owl image	부엉이 조각상의 구원요청	Permintaan bantuan dari Owl Image.
QUEST_UNUSED_20150317_000110	I'll get rid of the Desmodus	데스모두스를 처치하겠다고 제안한다	Aku akan mengalahkan Desmodus.
QUEST_UNUSED_20150317_000111	Demon soaked in the Woods (1)	숲에 스며든 마족(1)	Demon soaked in the Woods (1)
QUEST_UNUSED_20150317_000112	We propose to give help	도움을 주겠다고 제안한다	Kami akan memberikan bantuan.
QUEST_UNUSED_20150317_000113	Demon soaked in the Woods (2)	숲에 스며든 마족(2)	Demon soaked in the Woods (2)
QUEST_UNUSED_20150317_000114	We propose that the visit the owl image	부엉이 조각상을 찾아가겠다고 제안한다	Kami akan mengunjungi Owl Image.
QUEST_UNUSED_20150317_000115	Soul Hunter (1)	영혼 사냥꾼(1)	Soul Hunter (1)
QUEST_UNUSED_20150317_000116	We propose is to confirm the owl image	부엉이 조각상을 확인하겠다고 제안한다	Kami akan mengkonfirmasi Owl Image.
QUEST_UNUSED_20150317_000117	Soul Hunter (2)	영혼 사냥꾼(2)	Soul Hunter (2)
QUEST_UNUSED_20150317_000118	We propose that you want to remove the trap	함정을 제거하겠다고 제안한다	Bantu kami menghilangkan perangkap.
QUEST_UNUSED_20150317_000119	Soul Hunter (3)	영혼 사냥꾼(3)	Soul Hunter (4)
QUEST_UNUSED_20150317_000120	I'll get rid of the Hallowventers	할로우벤터 무리를 처치하겠다고 제안한다	Aku akan mengalahkan Hallowventers.
QUEST_UNUSED_20150317_000121	Soul Hunter (4)	영혼 사냥꾼(4)	Jiwa Hunter (4)
QUEST_UNUSED_20150317_000122	I'll get rid of the Hallowventer	할로우벤터를 처치하겠다고 제안한다	Aku akan mengalahkan Hallowventer.
QUEST_UNUSED_20150317_000123	Opening the Barrier (1)	관문 열기(1)	Opening the Barrier (1)
QUEST_UNUSED_20150317_000124	Opening the Barrier (2)	관문 열기(2)	Opening the Barrier (2)
QUEST_UNUSED_20150317_000125	I willing to talk of soul in owl image	부엉이 조각상에게 영혼의 이야기를 전해준다	Aku bersedia berbicara dengan jiwa dari Owl Image.
QUEST_UNUSED_20150317_000126	The Wandering Soul (1)	헤매는 영혼(1)	The Wandering Soul (1)
QUEST_UNUSED_20150317_000127	The Wandering Soul (2)	헤매는 영혼(2)	The Wandering Soul (2)
QUEST_UNUSED_20150317_000128	I'll get rid of the Dark Slime	다크 슬라임을 처치하겠다고 제안한다	Aku akan mengalahkan Dark Slime.
QUEST_UNUSED_20150317_000129	The Wandering Soul (3)	헤매는 영혼(3)	The Wandering Soul (3)
QUEST_UNUSED_20150317_000130	Attack of Biteregina	비테레지나의 습격	Serangan BiteRegina
QUEST_UNUSED_20150317_000131	Attack of Werewolf	웨어울프의 습격	Serangan Werewolf
QUEST_UNUSED_20150317_000132	Notice /! / Please defeat Werewolf!	Notice/!/웨어울프를 처치하세요!	Notice/!/Kalahkan Werewolf!
QUEST_UNUSED_20150317_000133	Ma was occupied the tower of wizard monarch	마법사의 탑을 점령한 마군주	Ma menduduki Mage Tower.
QUEST_UNUSED_20150317_000134	Grace of Wealth [Pardoner Advancement] (4)	재물에도 은혜를[파드너 전직](4)	Grace on Wealth [Pardoner Advancement](4)
QUEST_UNUSED_20150317_000135	Behind closed doors of secret	밀실의 비밀	Dibalik pintu rahasia.
QUEST_UNUSED_20150317_000136	I'll take the bet	내기에 응하겠다고 한다	Aku akan ambil taruhannya.
QUEST_UNUSED_20150317_000137	I accept the test	시험을 받아 들인다	Aku menerima tesnya.
QUEST_UNUSED_20150317_000138	Positive of curiosity	호기심의 긍정	Rasa ingin tahu positif.
QUEST_UNUSED_20150317_000139	I'll do it	해주겠다고 한다	Aku akan melakukannya.
QUEST_UNUSED_20150317_000140	I interact with weak owl image	약한 부엉이 조각상과 대화한다	Aku akan berinteraksi dengan Owl Image lemah.
QUEST_UNUSED_20150317_000141	Enter Top Grip Peak	자루머리 고개 진입	Memasuki Top Grip Peak
QUEST_UNUSED_20150317_000142	Move to the Top Grip Peak	자루머리 고개로 이동한다	Berpindah ke Top Grip Peak
QUEST_UNUSED_20150317_000143	Defeat Black Zigri	검은 지그리 처치	Hitam atau perwatan lebih.
QUEST_UNUSED_20150317_000144	I'll defeat the Black Zigri	검은 지그리를 처치한다	Aku akan mengalahkan Black atau lebih.
QUEST_UNUSED_20150317_000145	The recovered the remains	유골함을 회수	Memulihkan sisa-sisa.
QUEST_UNUSED_20150317_000146	Collect the urn boxes scattered throughout the entrance of Top Grip Peak	자루머리 고개입구에 흩어져 있는 유골함을 모아온다	Kumpulkan Urn Box yang bertebaran di pintu masuk Top Grip Peak
QUEST_UNUSED_20150317_000147	Check the soul of the barrier	영혼의 관문 확인	Periksa soul of the barrier.
QUEST_UNUSED_20150317_000148	Come back to make sure the soul of the barrier	영혼의 관문을 확인하고 돌아온다	Kembali untuk meyakinkan Soul of the barrier.
QUEST_UNUSED_20150317_000149	Lost souls and conversation	길 잃은 영혼과 대화	Berbicara dengan Lost Spirit.
QUEST_UNUSED_20150317_000150	To talk to the lost souls to climb along the north of the road	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다	Untuk berbicara dengan Lost Spirit untuk mendaki sepanjang jalan di utara.
QUEST_UNUSED_20150317_000151	I will talk to the lost souls	길 잃은 영혼과 대화한다	Aku akan berbicara dengan Lost Spirit.
QUEST_UNUSED_20150317_000152	Red plastic machine treatment	붉은 푸라기 처치	Perawatan Red Plastic Machine.
QUEST_UNUSED_20150317_000153	I do red plastic machine treatment	붉은 푸라기를 처치한다	Aku melakukan perawatan Red Plastic Machine.
QUEST_UNUSED_20150317_000154	Regret many souls and conversation	미련 많은 영혼과 대화	Berbicara kepada Regret Souls.
QUEST_UNUSED_20150317_000155	I will talk to regret many souls	미련 많은 영혼과 대화한다	Aku akan berbicara dengan Regret Souls.
QUEST_UNUSED_20150317_000156	Defeat Black Sakmoli	검은 사크몰리 처치	Perawatan Black Sakumori.
QUEST_UNUSED_20150317_000157	I'll defeat the Black Sakmoli	검은 사크몰리를 처치한다	Aku akan mengalahkan Black Sakumori.
QUEST_UNUSED_20150317_000158	Defeat Black Sakmoli	검은 사카몰리 처치	Perawatan Kurosaka Molly.
QUEST_UNUSED_20150317_000159	Check the Owl Sculpture	부엉이 조각상 확인	Periksa Owl Image.
QUEST_UNUSED_20150317_000160	I'll check the Owl Sculpture	부엉이 조각상을 확인한다	Aku akan memeriksa Owl Image.
QUEST_UNUSED_20150317_000161	Defeat the surging monsters	몰려드는 몬스터 처치	Kalahkan monster yang berkelompok.
QUEST_UNUSED_20150317_000162	I'll defeat the surging monsters	몰려드는 몬스터를 처치한다	Aku akan mengalahkan monster yang berkelompok.
QUEST_UNUSED_20150317_000163	Talk with the Sacred Owl Sculpture	신성한 부엉이 조각상과 대화	Berbicara dengan Sacred Owl Image.
QUEST_UNUSED_20150317_000164	I'll talk to the Sacred Owl Sculpture	신성한 부엉이 조각상과 대화한다	Aku berbicara dengan Sacred Owl Image.
QUEST_UNUSED_20150317_000165	Defeat Desmodus	데스모두스 처치	Gereja Kematian
QUEST_UNUSED_20150317_000166	I'll defeat the Desmodus	데스모두스를 처치한다	Memeriksa Gereja Kematian.
QUEST_UNUSED_20150317_000167	Fisherman, and part recovery of DP	피셔맨에게 신성력조각 회수	Nelayan, dan bagian pemulihan DP.
QUEST_UNUSED_20150317_000168	Fisherman, it has regained part of DP	피셔맨에게 신성력조각을 되찾아온다	Nelayan, itu memperoleh kembali bagian dari DP.
QUEST_UNUSED_20150317_000169	Defeat Red Fisherman	붉은 피셔맨 처치	Red Fisherman Killed
QUEST_UNUSED_20150317_000170	Conversation with gloomy owl image	우울한 부엉이 조각상과 대화	Berbicara dengan Gloomy Owl Image.
QUEST_UNUSED_20150317_000171	I interact with gloomy owl image	우울한 부엉이 조각상과 대화한다	Aku berbicara dengan Gloomy Owl Image.
QUEST_UNUSED_20150317_000172	Check the empty owl image	텅빈 부엉이 조각상 확인	Periksa Empty Owl Image.
QUEST_UNUSED_20150317_000173	I check the empty owl image	텅빈 부엉이 조각상을 확인한다	Aku akan memeriksa Empty Owl Image.
QUEST_UNUSED_20150317_000174	Pitfalls Delete soul	영혼의 함정 제거	Perangkap Penghilang Jiwa.
QUEST_UNUSED_20150317_000175	You want to delete by searching the pitfalls of soul	영혼의 함정을 찾아서 제거한다	Kamu ingin menghapus dengan mencari perangkap jiwa.
QUEST_UNUSED_20150317_000176	Load treatment of Necroventer	네크로벤터의 부하 처치	Load treatment of Necroventer.
QUEST_UNUSED_20150317_000177	I will exterminate the load of Necroventer	네크로벤터의 부하들을 처치한다	Aku akan mengalahkan Load of Necroventer.
QUEST_UNUSED_20150317_000178	Load treatment of soul of Hunter	영혼 사냥꾼의 부하 처치	Load treatment of Soul of Hunter.
QUEST_UNUSED_20150317_000179	Treatment of key keeper Hello vendor	열쇠 지기 헬로우벤터 처치	Kalahkan Key Keeper Hello Vendor.
QUEST_UNUSED_20150317_000180	I get the key to defeat key keeper Hello Venter	열쇠 지기 헬로우벤터 처치하고 열쇠를 획득한다	Aku mendapatkan key dengan mengalahkan Key Keeper Hello Venter.
QUEST_UNUSED_20150317_000181	Key keeper	열쇠 지기	Key Keeper
QUEST_UNUSED_20150317_000182	Load of hollow vendor	할로우벤터의 부하	Load of Hollow Vendor.
QUEST_UNUSED_20150317_000183	Soul and conversation of Assistant	길잡이 영혼과 대화	Berbicara dengan Soul of Assistant.
QUEST_UNUSED_20150317_000184	I talk to the soul of the Assistant	길잡이 영혼과 대화한다	Aku berbicara dengan Soul of the Assistant.
QUEST_UNUSED_20150317_000185	I beat the monster to interfere	방해하는 몬스터를 처치	Aku mengalahkan raksasa yang mengganggu.
QUEST_UNUSED_20150317_000186	I have defeated the monster that interfere	방해하는 몬스터를 처치한다	Aku sudah mengalahkan monster yang mengganggu.
QUEST_UNUSED_20150317_000187	Remnants extermination of Necroventer	네크로벤터의 잔당 처치	Mengalahkan sisa-sisa Necroventer.
QUEST_UNUSED_20150317_000188	Black slime extermination	검은 슬라임 처치	Mengalahkan Black Slime.
QUEST_UNUSED_20150317_000189	I will defeat the black slime	검은 슬라임을 처치한다	Aku akan mengalahkan Black Slime.
QUEST_UNUSED_20150317_000190	Check the suspicious location	의심스런 장소 확인	Periksa lokasi yang mencurigakan.
QUEST_UNUSED_20150317_000191	I confirm the suspected location	의심스런 장소를 확인한다	Aku sudah memeriksa lokasi yang mencurigakan.
QUEST_UNUSED_20150317_000192	During the time limit, the defense of the region	제한 시간동안 지역방어	Selama batas waktu, pertahanan wilayah.
QUEST_UNUSED_20150317_000193	I survive from between the time limit pounce monster attacks	제한 시간동안 덤벼드는 몬스터의 공격에서 살아 남는다	Aku bertahan selama batas waktu menahan serangan monster.
QUEST_UNUSED_20150317_000194	Soul a conversation with unknown name	이름 모를 영혼과 대화	Berbicara dengan Soul of Unknown Name .
QUEST_UNUSED_20150317_000195	I will talk to the soul of unknown name	이름 모를 영혼과 대화한다	Aku akan berbicara dengan Soul of Unknown Name.
QUEST_UNUSED_20150317_000196	Monster extermination to block the road	길을 가로막는 몬스터 처치	Kalahkan monster yang menghalangi jalan.
QUEST_UNUSED_20150317_000197	Please defeat Biteregina	비테레지나를 처치하세요	Kalahkan BiteRegina.
QUEST_UNUSED_20150317_000198	Defeat Biteregina	비테레지나 처치	BiteRegina treatment
QUEST_UNUSED_20150317_000199	Werewolf appeared	웨어울프가 나타났습니다	Werewolf muncul.
QUEST_UNUSED_20150317_000200	Werewolf extermination that appeared suddenly	갑자기 나타난 웨어울프 처치	Kalahkan Werewolf yang muncul tiba-tiba.
QUEST_UNUSED_20150317_000201	Werewolf extermination	웨어울프 처치	Kalahkan Werewolf
QUEST_UNUSED_20150317_000202	Hamin treatment	하밍 처치	Kalahkan Hamin
QUEST_UNUSED_20150317_000203	Ma monarch search that occupied the tower of the wizard	마법사의 탑을 점령한 마군주 찾기	King Ma mencari yang menguasai Mage Tower.
QUEST_UNUSED_20150317_000204	Please find between monarch Helgasercle occupied the tower of the wizard.	마법사의 탑을 점령한 마군주 헬가세르클을 찾아보세요.	Tolong cari Helgasercle yang menguasai Mage Tower.
